Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
545;010103;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
546;010104;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;üks asjaajamisaasta;1.01.2005;31.12.2005;50
547;010104;1.4-10;Töölepingud;1.4-10;Töölepingud;1.4-10;Töölepingud;üks asjaajamisaasta;1.01.2005;31.12.2005;50
548;010104;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;üks asjaajamisaasta;1.01.2005;31.12.2005;10
550;010104;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
552;010104;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;üks asjaajamisaasta;1.01.2005;31.12.2005;7
554;010104;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja muudes küsimustes;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja atesteerimisnõuete kehtestamise küsimustes;1.4-3;Maavanema korraldused strukt.üksuste põhimääruste,ametijuhendite ja atest.nõuete kehtestam kohta;üks asjaajamisaasta;1.01.2005;31.12.2005;7
568;010106;1.6-4;Siseauditi kvartaliaruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi kvartaliaruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi kvartaliaruanded ja kirjavahetus siseauditi küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
571;010107;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
578;010108;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
580;0110;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
581;0110;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
582;0110;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
585;0110;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
592;011106;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2005;31.12.2005;7
594;011106;11.6-4;Kirjavahetus asutustega perekonnaseisualastes ja rahvastikuküsimustes, ärakirjade nõudmised;11.6-4;Kirjavahetus asutustega perekonnaseisualastes ja rahvastikuküsimustes, ärakirjade nõudmised;11.6-4;Kirjavahetus asutustega perekonnaseisualastes ja rahvastikuküsimustes, ärakirjade nõudmised;üks asjaajamisaasta;1.01.2005;31.12.2005;5
595;011107;11.7-1;Perekonnaseisutoimingute aruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;üks asjaajamisaasta;1.01.2005;31.12.2005;10
602;010201;2.1-7;Kirjavahetus riikliku järelevalve küsimustes;2.1-7;Kirjavahetus riikliku järelevalve küsimustes;2.1-7;Kirjavahetus riikliku järelevalve küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;10
606;010301;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
607;010302;3.2-1;Maaüksuste toimikud;3.2-1.1;Talude tagastamise toimikud;3.2-1.1;Talude tagastamise toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
609;010302;3.2-1;Maaüksuste toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
610;010302;3.2-1;Maaüksuste toimikud;3.2-1.4;Enampakkumisega erastamise toimikud;3.2-1.4;Enampakkumisega erastamise toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
611;010302;3.2-1;Maaüksuste toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
612;010302;3.2-1;Maaüksuste toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
613;010302;3.2-1;Maaüksuste toimikud;3.2-1.7;Riigi omandisse jäetud maade toimikud;3.2-1.7;Riigi omandisse jäetud maade toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
614;010302;3.2-1;Maaüksuste toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;üks asjaajamisaasta;1.01.2005;31.12.2005;99
616;010302;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
617;010302;3.2-5;Kirjavahetus jm materjalid välismaalastele maa müügi küsimustes;3.2-5;Kirjavahetus jm materjalid välismaalastele maa müügi küsimustes;3.2-5;Kirjavahetus jm materjalid välismaalastele maa müügi küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
618;010302;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;7
622;010401;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
623;010401;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
632;010401;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;10
635;010401;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;üks asjaajamisaasta;1.01.2005;31.12.2005;5
640;010402;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;üks asjaajamisaasta;1.01.2005;31.12.2005;5
641;0110;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
642;0110;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
656;0105;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
661;0106;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
662;0106;6-6;Kirjavahetus terviseedenduse küsimustes;6-6;Kirjavahetus terviseedenduse küsimustes;6-6;Kirjavahetus terviseedenduse küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;10
666;0107;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
669;010701;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;üks asjaajamisaasta;1.01.2005;31.12.2005;10
671;010701;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
672;010701;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;7.1-6;Kriminaalpreventiivse töö projektid;üks asjaajamisaasta;1.01.2005;31.12.2005;10
674;010702;7.2-2;Kirjavahetus hälvikute nõustamiskomisjoni töö korraldamise küsimustes;7.2-2;Kirjavahetus hälvikute nõustamiskomisjoni töö korraldamise küsimustes;7.2-2;Kirjavahetus hälvikute nõustamiskomisjoni töö korraldamise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
675;0108;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;8-1;Kirjavahetus kultuuri- ja noorsootöö ning usuküsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
676;0108;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;8-2;Kirjavahetus spordi küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
677;0108;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;8-3;Kultuuri, spordi- ja noorsootöö arendusprojektid;üks asjaajamisaasta;1.01.2005;31.12.2005;10
683;0109;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;9-7;Kirjavahetus haldusreformi küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
684;0109;9-8;Kirjavahetus planeeringute küsimustes;9-8;Kirjavahetus planeeringute küsimustes;9-8;Kirjavahetus planeeringute küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;5
688;010402;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;4.2-5;Kirjavahetus riigivaraga tehingute teostamise ja haldamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
690;0105;5-10;Erihoolekandele suunamine;5-10;Erihoolekandele suunamine;5-10;Erihoolekandele suunamine;üks asjaajamisaasta;1.01.2006;31.12.2006;5
691;0105;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;5-11;Statistilised aruanded ja kirjavahetus lastekaitse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
693;0105;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;5-2;Soodustingimustel tehniliste abivahendite saajate andmebaas ja aruanded;üks asjaajamisaasta;1.01.2006;31.12.2006;10
696;0105;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;5-6;Lapse riiklikule hoolekandele võtmise lepingud;üks asjaajamisaasta;1.01.2006;31.12.2006;50
697;0101;1.4-1;Maavanema personalialased korraldused;1-11.1;Personalikorraldused ;1-11.1;Personalikorraldused ;üks asjaajamisaasta;1.01.2006;31.12.2006;50
698;010101;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;1.1-1;Maavanema üldkorraldused;üks asjaajamisaasta;1.01.2006;31.12.2006;99
699;010101;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;1.1-10;Kirjavahetus isikute tunnustamise ja autasustamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
701;010101;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;1.1-2;Maavanema nõupidamiste protokollid;üks asjaajamisaasta;1.01.2006;31.12.2006;99
703;010101;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;1.1-4;Kirjavahetus asutuste asutamise, ümberkorraldamise ja lõpetamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
704;010101;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;1.1-5;Maavanema moodustatud komisjoni protokollid ja otsused;üks asjaajamisaasta;1.01.2006;31.12.2006;10
706;010101;1.1-7;Kirjavahetus valimiste küsimustes;1.1-7;Kirjavahetus valimiste küsimustes;1.1-7;Kirjavahetus valimiste küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
708;010101;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;1.1-9;Kirjavahetus sisejulgeoleku institutsioonidega;üks asjaajamisaasta;1.01.2006;31.12.2006;5
709;010102;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;1.2-2;Maavalitsuse ja hallatavate asutuste asjaajamise üleandmise-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2006;31.12.2006;10
710;010102;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;1.2-3;Kirjavahetus asjaajamise ja arhiivinduse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
711;010102;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;1.2-4;Kirjavahetus avaliku arhiiviga arhiivitöö küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;10
712;010102;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;1.2-5;Kirjavahetus teabenõuete ja üldiste avalduste täitmise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
713;010102;1.2-8;Arhivaalide avalikku arhiivi üleandmise-vastuvõtmise aktid;1.2-8;Arhivaalide avalikku arhiivi üleandmise-vastuvõtmise aktid;1.2-8;Arhivaalide avalikku arhiivi üleandmise-vastuvõtmise aktid;üks asjaajamisaasta;1.01.2006;31.12.2006;99
714;010103;1.3-1;Lepingud;1.3-1;Lepingud;1.3-1;Lepingud;üks asjaajamisaasta;1.01.2006;31.12.2006;10
715;010103;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;1.3-2;Kirjavahetus õigusaktide eelnõude kooskõlastamise küsimuses;üks asjaajamisaasta;1.01.2006;31.12.2006;5
716;010103;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;1.3-3;Kirjavahetus üldistes õigusalastes küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
717;010104;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;1.4-1;Maavanema personalialased korraldused;üks asjaajamisaasta;1.01.2006;31.12.2006;50
718;010104;1.4-10;Töölepingud;1.4-10;Töölepingud;1.4-10;Töölepingud;üks asjaajamisaasta;1.01.2006;31.12.2006;50
719;010104;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;1.4-12;Töövõtulepingud;üks asjaajamisaasta;1.01.2006;31.12.2006;10
721;010104;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;1.4-18;Kirjavahetus personaliküsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
723;010104;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;1.4-2;Puhkuste ja teenistuslähetuste korraldused;üks asjaajamisaasta;1.01.2006;31.12.2006;7
725;010104;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja muudes küsimustes;1.4-3;Maavanema korraldused struktuuriüksuste põhimääruste, ametijuhendite ja atesteerimisnõuete kehtestamise küsimustes;1.4-3;Maavanema korraldused strukt.üksuste põhimääruste,ametijuhendite ja atest.nõuete kehtestam kohta;üks asjaajamisaasta;1.01.2006;31.12.2006;7
739;010106;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;1.6-4;Siseauditi aruanded ja kirjavahetus siseauditi küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
742;010107;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;1.7-4;Kirjavahetus siseriikliku ja väliskoostöö küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
743;010107;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;1.7-5;Kirjavahetus EL alastes küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
749;010108;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;1.8-6;Kirjavahetus infotehnoloogia küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
751;0110;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;10-10;Kirjavahetus keskkonnakaitse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
752;0110;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;10-11;Kirjavahetus ettevõtluse, turismi ja maamajanduse ja kodukaunistamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
753;0110;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;10-12;Kirjavahetus ehituse, kultuurimälestiste ja muinsuskaitse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
756;0110;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;10-15;Kirjavahetus ettevõtteregistri küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
763;011106;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;11.6-1;Isikute avaldused kordustunnistuste, tõendite ja ärakirjade saamiseks;üks asjaajamisaasta;1.01.2006;31.12.2006;7
765;011106;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;11.6-4;Kirjavahetus asutustega rahvastiku toimingute küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
766;011107;11.7-1;Perekonnaseisutoimingute aruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;11.7-1;Perekonnaseisuaktide koostamise kuuaruanded;üks asjaajamisaasta;1.01.2006;31.12.2006;10
773;010201;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;2.1-7;Kirjavahetus riikliku järelevalve küsimustes ja maavanema ettepanekud kohalikele omavalitsustele;üks asjaajamisaasta;1.01.2006;31.12.2006;10
777;010301;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;3.1-2;Kirjavahetus omandireformi küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
778;010302;3.2-1;Maaüksuste toimikud;3.2-1.1;Talude tagastamise toimikud;3.2-1.1;Talude tagastamise toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
780;010302;3.2-1;Maaüksuste toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;3.2-1.3;Ostueesõigusega erastamise toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
781;010302;3.2-1;Maaüksuste toimikud;3.2-1.4;Enampakkumisega erastamise toimikud;3.2-1.4;Enampakkumisega erastamise toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
782;010302;3.2-1;Maaüksuste toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;3.2-1.5;Vabade põllumajandus- ja metsamaade erastamise toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
783;010302;3.2-1;Maaüksuste toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;3.2-1.6;Munitsipaalomandisse antud maade toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
784;010302;3.2-1;Maaüksuste toimikud;3.2-1.7;Riigi omandisse jäetud maade toimikud;3.2-1.7;Riigi omandisse jäetud maade toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
785;010302;3.2-1;Maaüksuste toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;3.2-1.8;Hoonestusõiguse või kasutusvalduse seadmise toimikud;üks asjaajamisaasta;1.01.2006;31.12.2006;99
787;010302;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;3.2-4;Kirjavahetus maa üldküsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
788;010302;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;3.2-5;Kirjavahetus kinnisasja omandamise loa küsimuses;üks asjaajamisaasta;1.01.2006;31.12.2006;5
789;010302;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;3.2-6;Kirjavahetus hüpoteegi küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;7
793;010401;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;4.1-10;Kirjavahetus finantseerimise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
794;010401;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;4.1-11;Kirjavahetus hasartmängumaksufondist investeeriunguprojektide toetamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
803;010401;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;4.1-28;Kirjavahetus raamatupidamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;10
806;010401;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;4.1-6;Kohalike omavalitsustee eelarve koondid;üks asjaajamisaasta;1.01.2006;31.12.2006;5
811;010402;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;4.2-1;Riigivara valitsemist korraldavate komisjonide protokollid;üks asjaajamisaasta;1.01.2006;31.12.2006;5
812;0110;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;10-8;Kirjavahetus energeerika, side, tööstuse ja teede horrashoiu küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
813;0110;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;10-9;Kirjavahetus transpordi ja liikluse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
827;0105;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;5-9;Kirjavahetus sotsiaalhoolekande küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
832;0106;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;6-5;Kirjavahetus tervishoiu küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
833;0106;6-6;Kirjavahetus terviseedenduse küsimustes;6-6;Kirjavahetus terviseedenduse küsimustes;6-6;Kirjavahetus terviseedenduse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;10
837;0107;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;7-3;Kirjavahetus hariduse küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
840;010701;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;7.1-1;Alaealiste komisjoni istungite protokollid, otsused;üks asjaajamisaasta;1.01.2006;31.12.2006;10
842;010701;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;7.1-5;Kirjavahetus alaealiste komisjoni töö korraldamise küsimustes;üks asjaajamisaasta;1.01.2006;31.12.2006;5
