Toimiku ID;Osakonna kood;SARI VIIT;SARI PEALKIRI;Toimiku viit NORM;Toimiku pealkiri NORM;Toimiku indeks;Toimiku nimetus;Mitu asjaajamisaastat/üks asjaajamisaasta;Toimiku alguskuupäev;Toimiku lõppkuupäev;Säilitustähtaeg
833;10802;7.2-1;Riigivaraga teostatud toimingute dokumendid;7.2-1-4;Kinnisvara mahakandmise aktid ja selle juurde kuuluvad dokumendid;7.2-1-4;Kinnisvara mahakandmise aktid ja selle juurde kuuluvad dokumendid;üks asjaajamisaasta;1.01.2003;31.12.2003;10
834;10802;7.2-1;Riigivaraga teostatud toimingute dokumendid;7.2-1-4;Kinnisvara mahakandmise aktid ja selle juurde kuuluvad dokumendid;7.2-1-4;Kinnisvara mahakandmise aktid ja selle juurde kuuluvad dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;10
835;10802;7.2-1;Riigivaraga teostatud toimingute dokumendid;7.2-1-4;Kinnisvara mahakandmise aktid ja selle juurde kuuluvad dokumendid;7.2-1-4;Kinnisvara mahakandmise aktid ja selle juurde kuuluvad dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;10
842;10802;7.2-2;SIM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõikes ;7.2-2-1;Keldrikorruse täitedokumendid (teistusjoonised, asendiplaan);7.2-2-1;Keldrikorruse täitedokumendid (teistusjoonised, asendiplaan);üks asjaajamisaasta;1.01.2002;31.12.2002;99
843;10802;7.2-2;SIM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõikes ;7.2-2-2;Majaplaanid;7.2-2-2;Majaplaanid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
844;10802;7.2-2;SIM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõikes ;7.2-2-3;Detailplaneeringute, projekteerimiste ja ehitiste dokumendid (objektide lõikes);7.2-2-3;Detailplaneeringute, projekteerimiste ja ehitiste dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;99
845;10802;7.2-2;SIM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõikes ;7.2-2-3;Detailplaneeringute, projekteerimiste ja ehitiste dokumendid (objektide lõikes);7.2-2-3;Detailplaneeringute, projekteerimiste ja ehitiste dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;99
846;10802;7.2-2;SIM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõikes ;7.2-2;SIM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõike;7.2-2;SiM hoonete ja rajatiste planeerimise, projekteerimise, ehitamise, remontimise ja kasutamisega seotud dokumendid objektide lõike;üks asjaajamisaasta;1.01.2002;31.12.2002;99
847;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-1;Kinnisvara registreerimiskaardid;7.2-3-1;Kinnisvara registreerimiskaardid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
848;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-1;Kinnisvara registreerimiskaardid;7.2-3-1;Kinnisvara registreerimiskaardid;üks asjaajamisaasta;1.01.2003;31.12.2003;99
849;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-1;Kinnisvara registreerimiskaardid;7.2-3-1;Kinnisvara registreerimiskaardid;üks asjaajamisaasta;1.01.2004;31.12.2004;99
850;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-1;Kinnisvara registreerimiskaardid;7.2-3-1;Kinnisvara registreerimiskaardid;üks asjaajamisaasta;1.01.2005;31.12.2005;99
851;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-2;Vallasvara registreerimiskaardid;7.2-3-2;Vallasvara registreerimiskaardid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
852;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-2;Vallasvara registreerimiskaardid;7.2-3-2;Vallasvara registreerimiskaardid;üks asjaajamisaasta;1.01.2003;31.12.2003;99
853;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-2;Vallasvara registreerimiskaardid;7.2-3-2;Vallasvara registreerimiskaardid;üks asjaajamisaasta;1.01.2004;31.12.2004;99
854;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-2;Vallasvara registreerimiskaardid;7.2-3-2;Vallasvara registreerimiskaardid;üks asjaajamisaasta;1.01.2005;31.12.2005;99
855;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-3;Kaitseotstarbelise vara registreerimiskaardid;7.2-3-3;Kaitseotstarbelise vara registreerimiskaardid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
856;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-3;Kaitseotstarbelise vara registreerimiskaardid;7.2-3-3;Kaitseotstarbelise vaja registreerimiskaardid;üks asjaajamisaasta;1.01.2003;31.12.2003;99
857;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-3;Kaitseotstarbelise vara registreerimiskaardid;7.2-3-3;Kaitseotstarbelise vaja registreerimiskaardid;üks asjaajamisaasta;1.01.2004;31.12.2004;99
858;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3-3;Kaitseotstarbelise vara registreerimiskaardid;7.2-3-3;Kaitseotstarbelise vara registreerimiskaardid;üks asjaajamisaasta;1.01.2005;31.12.2005;99
859;10802;7.2-3;Riigivara registreerimise kaardid;7.2-3;Riigivara registreerimise kaardid. Registrist väljaarvatud riigivara dokumendid;7.2-3;Riigivara registreerimise kaardid.Registrist väljaarvatud riigivara dokumendid;üks asjaajamisaasta;1.01.2002;31.12.2002;99
860;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;üks asjaajamisaasta;1.01.2002;31.12.2002;10
861;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;üks asjaajamisaasta;1.01.2003;31.12.2003;10
862;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;üks asjaajamisaasta;1.01.2004;31.12.2004;10
863;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;7.2-4-1;Kirjavahetus riigivara andmete registreerimise küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;10
864;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;üks asjaajamisaasta;1.01.2002;31.12.2002;10
865;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;üks asjaajamisaasta;1.01.2003;31.12.2003;10
866;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;üks asjaajamisaasta;1.01.2004;31.12.2004;10
867;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;7.2-4-2;Kirjavahetus riigivara andmetes muudatuste tegemise kohta;üks asjaajamisaasta;1.01.2005;31.12.2005;10
868;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;üks asjaajamisaasta;1.01.2002;31.12.2002;10
869;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;üks asjaajamisaasta;1.01.2003;31.12.2003;10
870;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;üks asjaajamisaasta;1.01.2004;31.12.2004;10
871;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;7.2-4-3;Kirjavahetus riigivara registrist väljaarvamise kohta;üks asjaajamisaasta;1.01.2005;31.12.2005;10
872;10802;7.2-4;Kirjavahetus riigivara registriga;7.2-4-4;Vallasvaraga seonduv kirjavahetus;7.2-4-4;Vallasvaraga seonduv kirjavahetus;üks asjaajamisaasta;1.01.2002;31.12.2002;10
873;10802;7.2-6;Riigivara rendilepingud;7.2-6-1;Kinnisvara rendilepingud;7.2-6-1;Kinnisvara rendilepingud;üks asjaajamisaasta;1.01.2003;31.12.2003;10
874;10802;7.2-6;Riigivara rendilepingud;7.2-6-1;Kinnisvara rendilepingud;7.2-6-1;Kinnisvara rendilepingud;üks asjaajamisaasta;1.01.2004;31.12.2004;10
875;10802;7.2-6;Riigivara rendilepingud;7.2-6-1;Kinnisvara rendilepingud;7.2-6-1;Kinnisvara rendilepingud;üks asjaajamisaasta;1.01.2005;31.12.2005;10
876;10802;7.2-6;Riigivara rendilepingud;7.2-6-2;Vallasvara rendilepingud;7.2-6-2;Vallasvara rendilepingud;üks asjaajamisaasta;1.01.2003;31.12.2003;10
877;10802;7.2-6;Riigivara rendilepingud;7.2-6-2;Vallasvara rendilepingud;7.2-6-2;Vallasvara rendilepingud;üks asjaajamisaasta;1.01.2004;31.12.2004;10
878;10802;7.2-6;Riigivara rendilepingud;7.2-6-2;Vallasvara rendilepingud;7.2-6-2;Vallasvara rendilepingud;üks asjaajamisaasta;1.01.2005;31.12.2005;10
879;10802;7.2-7;Riigivara registri õiendid;7.2-7-1;Kinnisvara õiendid;7.2-7-1;Kinnisvara õiendid;üks asjaajamisaasta;1.01.2002;31.12.2002;5
880;10802;7.2-7;Riigivara registri õiendid;7.2-7-1;Kinnisvara õiendid;7.2-7-1;Kinnisvara õiendid;üks asjaajamisaasta;1.01.2003;31.12.2003;5
881;10802;7.2-7;Riigivara registri õiendid;7.2-7-1;Kinnisvara õiendid;7.2-7-1;Kinnisvara õiendid;üks asjaajamisaasta;1.01.2004;31.12.2004;5
882;10802;7.2-7;Riigivara registri õiendid;7.2-7-1;Kinnisvara õiendid;7.2-7-1;Kinnisvara õiendid;üks asjaajamisaasta;1.01.2005;31.12.2005;5
883;10802;7.2-7;Riigivara registri õiendid;7.2-7-2;Vallasvara õiendid;7.2-7-2;Vallasvara õiendid;üks asjaajamisaasta;1.01.2002;31.12.2002;5
884;10802;7.2-7;Riigivara registri õiendid;7.2-7-2;Vallasvara õiendid;7.2-7-2;Vallasvara õiendid;üks asjaajamisaasta;1.01.2003;31.12.2003;5
885;10802;7.2-7;Riigivara registri õiendid;7.2-7-2;Vallasvara õiendid;7.2-7-2;Vallasvara õiendid;üks asjaajamisaasta;1.01.2004;31.12.2004;5
886;10802;7.2-7;Riigivara registri õiendid;7.2-7-2;Vallasvara õiendid;7.2-7-2;Vallasvara õiendid;üks asjaajamisaasta;1.01.2005;31.12.2005;5
887;10802;7.2-7;Riigivara registri õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;üks asjaajamisaasta;1.01.2002;31.12.2002;5
888;10802;7.2-7;Riigivara registri õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;üks asjaajamisaasta;1.01.2003;31.12.2003;5
889;10802;7.2-7;Riigivara registri õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;üks asjaajamisaasta;1.01.2004;31.12.2004;5
890;10802;7.2-7;Riigivara registri õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;7.2-7-3;Kaitseotstarbelise vara õiendid;üks asjaajamisaasta;1.01.2005;31.12.2005;5
891;10802;7.2-7;Riigivara registri õiendid;7.2-7;Riigivara registri õiendid;7.2-7;Riigivara registri õiendid;üks asjaajamisaasta;1.01.2002;31.12.2002;5
892;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-1;Kirjavahetus PVAga (vallasvara);7.2-8-1;Kirjavahetus PVAga (vallasvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
893;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-1;Kirjavahetus PVAga (vallasvara);7.2-8-1;Kirjavahetus PVAga (vallasvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
894;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-1;Kirjavahetus PVAga (vallasvara);7.2-8-1;Kirjavahetus PVAga (vallasvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
895;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-1;Kirjavahetus PVAga (vallasvara);7.2-8-1;Kirjavahetus PVAga (vallasvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
896;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-2;Kirjavahetus PAga (vallasvara);7.2-8-2;Kirjavahetus PAga (vallasvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
897;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-2;Kirjavahetus PAga (vallasvara);7.2-8-2;Kirjavahetus PAga (vallasvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
898;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-2;Kirjavahetus PAga (vallasvara);7.2-8-2;Kirjavahetus PAga (vallasvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
899;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-2;Kirjavahetus PAga (vallasvara);7.2-8-2;Kirjavahetus PAga (vallasvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
900;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-3;Kirjavahetus PÄAga (vallasvara);7.2-8-3;Kirjavahetus PÄAga (vallasvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
901;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-3;Kirjavahetus PÄAga (vallasvara);7.2-8-3;Kirjavahetus PÄAga (vallasvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
902;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-3;Kirjavahetus PÄAga (vallasvara);7.2-8-3;Kirjavahetus PÄAga (vallasvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
903;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-3;Kirjavahetus PÄAga (vallasvara);7.2-8-3;Kirjavahetus PÄAga (vallasvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
904;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
905;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
906;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
907;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);7.2-8-4;Kirjavahetus teiste volitatud asutustega (vallasvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
908;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
909;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
910;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
911;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);7.2-8-5;Kirjavahetus teiste riigivara valitsejatega (vallasvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
912;10802;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8;Vallasvaraga seonduv kirjavahetus;7.2-8;Vallasvaraga seonduv kirjavahetus;üks asjaajamisaasta;1.01.2002;31.12.2002;5
913;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-1;Kirjavahetus PVAga (kinnisvara);7.2-9-1;Kirjavahetus PVAga (kinnisvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
914;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-1;Kirjavahetus PVAga (kinnisvara);7.2-9-1;Kirjvahetus PVAga (kinnisvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
915;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-1;Kirjavahetus PVAga (kinnisvara);7.2-9-1;Kirjvahetus PVAga (kinnisvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
916;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-1;Kirjavahetus PVAga (kinnisvara);7.2-9-1;Kirjvahetus PVAga (kinnisvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
917;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-2;Kirjavahetus PAga (kinnisvara);7.2-9-2;Kirjavahetus PAga (kinnisvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
918;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-2;Kirjavahetus PAga (kinnisvara);7.2-9-2;Kirjavahetus PAga (kinnisvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
919;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-2;Kirjavahetus PAga (kinnisvara);7.2-9-2;Kirjavahetus PAga (kinnisvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
920;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-2;Kirjavahetus PAga (kinnisvara);7.2-9-2;Kirjavahetus PAga (kinnisvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
921;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);7.2-9-3;Kirjavahetus riigivara registsriga (kinnisvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
922;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
923;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
924;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);7.2-9-3;Kirjavahetus riigivara registriga (kinnisvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
925;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
926;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
927;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
928;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);7.2-9-4;Kirjavahetus volitatud asutustega (kinnisvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
929;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
930;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
931;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
932;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);7.2-9-5;Kirjavahetus teiste asutustega (kinnisvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
933;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-6;Riigivara pakkumised (kinnisvara);7.2-9-6;Riigivara pakkumised (kinnisvara);üks asjaajamisaasta;1.01.2002;31.12.2002;5
934;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-6;Riigivara pakkumised (kinnisvara);7.2-9-6;Riigivara pakkumised (kinnisvara);üks asjaajamisaasta;1.01.2003;31.12.2003;5
935;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-6;Riigivara pakkumised (kinnisvara);7.2-9-6;Riigivara pakkumised (kinnisvara);üks asjaajamisaasta;1.01.2004;31.12.2004;5
936;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-6;Riigivara pakkumised (kinnisvara);7.2-9-6;Riigivara pakkumised (kinnisvara);üks asjaajamisaasta;1.01.2005;31.12.2005;5
937;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-7;Riigivara tasuta kasutusse andmise dokumendid;7.2-9-7;Riigivara tasuta kasutusse andmise dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;10
938;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-7;Riigivara tasuta kasutusse andmise dokumendid;7.2-9-7;Riigivara tasuta kasutusse andmise dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;10
939;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-8;Reaalservituudiga koormamise dokumendid;7.2-9-8;Reaalservituudiga koormamise dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;7
940;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9-8;Reaalservituudiga koormamise dokumendid;7.2-9-8;Reaalservituudiga koormamise dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;7
941;10802;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9;Kinnisvaraga seonduv kirjavahetus;7.2-9;Kinnisvaraga seonduv kirjavahetus;üks asjaajamisaasta;1.01.2002;31.12.2002;5
946;10805;7.3-1;Riigihangete konkursside dokumendid;7.3-1;Riigihangete konkursside dokumendid;7.3.-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2003;31.12.2003;10
947;10805;7.3-1;Riigihangete konkursside dokumendid;7.3-1;Riigihangete konkursside dokumendid;7.3.-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;10
948;10805;7.3-1;Riigihangete konkursside dokumendid;7.3-1;Riigihangete konkursside dokumendid;7.3.-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;10
949;10805;7.3-2;Infotehnoloogia alaste hangete avalike konkursside korraldamise dokumendid;7.3-2;Infotehnoloogia alaste hangete avalike konkursside korraldamise dokumendid;7.3.-2;Infotehnoloogilia alaste hangete avalike konkursside korraldamise dokumendid;üks asjaajamisaasta;1.01.2003;31.12.2003;10
950;10805;7.3-2;Infotehnoloogia alaste hangete avalike konkursside korraldamise dokumendid;7.3-2;Infotehnoloogia alaste hangete avalike konkursside korraldamise dokumendid;7.3.-2;Infotehnoloogilia alaste hangete avalike konkursside korraldamise dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;10
951;10805;7.3-2;Infotehnoloogia alaste hangete avalike konkursside korraldamise dokumendid;7.3-2;Infotehnoloogia alaste hangete avalike konkursside korraldamise dokumendid;7.3.-2;Infotehnoloogilia alaste hangete avalike konkursside korraldamise dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;10
952;10805;7.3-3;Kirjavahetus riigihangete küsimustes;7.3-3;Kirjavahetus riigihangete küsimustes;7.3.-3;Kirjavahetus riigihangete küsimustes;üks asjaajamisaasta;1.01.2003;31.12.2003;10
953;10805;7.3-3;Kirjavahetus riigihangete küsimustes;7.3-3;Kirjavahetus riigihangete küsimustes;7.3.-3;Kirjavahetus riigihangete küsimustes;üks asjaajamisaasta;1.01.2004;31.12.2004;10
954;10805;7.3-3;Kirjavahetus riigihangete küsimustes;7.3-3;Kirjavahetus riigihangete küsimustes;7.3.-3;Kirjavahetus riigihangete küsimustes;üks asjaajamisaasta;1.01.2005;31.12.2005;10
958;10805;7.3-5;Riigihangete pakkumiste dokumendid;7.3-5-7;Schengen Facility riigihangete pakkumiste dokumendid;7.3.-5-7;Schengen Facility riigihangete pakkumiste dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;10
959;10805;7.3-5;Riigihangete pakkumiste dokumendid;7.4-1;Riigihangete konkursside dokumendid;7.4-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2002;31.12.2002;7
960;10805;7.3-5;Riigihangete pakkumiste dokumendid;7.4-1;Riigihangete konkursside dokumendid;7.4-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2003;31.12.2003;7
961;10805;7.3-5;Riigihangete pakkumiste dokumendid;7.4-1;Riigihangete konkursside dokumendid;7.4-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2004;31.12.2004;7
962;10805;7.3-5;Riigihangete pakkumiste dokumendid;7.4-1;Riigihangete konkursside dokumendid;7.4-1;Riigihangete konkursside dokumendid;üks asjaajamisaasta;1.01.2005;31.12.2005;7
963;10805;7.3-5;Riigihangete pakkumiste dokumendid;7.4-2;Infotehnoloogia alaste hangete avalike konkkursside korraldamise dokumendid;7.4-2;Infotehnoloogia alaste hangete avalike konkkursside korraldamise dokumendid;üks asjaajamisaasta;1.01.2002;31.12.2002;7
